"","word1","word2","word3","word4"
"1298","curs","just","call","bless"
"1299","cut","bite","size","piec"
"1300","cuz","yur","idol","world"
"1301","daddi","must","baker","caus"
"1302","daili","star","tucson","bank"
"1303","damag","attack","enemi","time"
"1304","danc","music","along","lotus"
"1305","danc","team","abq","best"
"1306","dark","knight","rise","trailer"
"1307","dark","will","light","life"
"1308","david","cameron","french","presid"
"1309","day","best","mom","ever"
"1310","day","can","kind","touch"
"1311","day","captain","school","today"
"1312","day","ever","follow","retweet"
"1313","day","everyday","still","never"
"1314","day","happi","th","everyon"
"1315","day","just","around","corner"
"1316","day","late","happi","birthday"
"1317","day","like","today","wish"
"1318","day","plan","take","break"
"1319","day","still","dream","pray"
"1320","day","thank","life","someon"
"1321","day","titti","stood","still"
"1322","day","volunt","give","present"
"1323","day","woman","birthday","dayif"
"1324","day","world","war","ii"
"1325","dayif","follow","make","happi"
"1326","dc","ch","next","four"
"1327","dc","concert","meet-ngreet","austintodc"
"1328","dc","next","dc","repeat"
"1329","dc","now","hotel","gr"
"1330","dead","lift","hspus","dead"
"1331","deal","rais","debt","ceil"
"1332","dearest","belov","can","also"
"1333","death","like","singl","best"
"1334","death","osama","bin","laden"
"1335","dec","sc","sc","dec"
"1336","decid","stick","love","hate"
"1337","declar","rick","santorum","winner"
"1338","deep","breath","deep","breath"
"1339","defin","period","consecut","time"
"1340","definit","happi","life","william"
"1341","definit","worth","check","out"
"1342","degeneraci","pressur","can","support"
"1343","degre","line","bake","sheet"
"1344","delici","homemad","cherri","preserv"
"1345","delinqu","gone","hand","hand"
"1346","delta","state","univ","instructor"
"1347","denver","rare","beer","tast"
"1348","depart","elementari","secondari","educ"
"1349","derid","it","end","is"
"1350","deserv","spend","rest","life"
"1351","design","council","chief","execut"
"1352","desir","prais","better","man"
"1353","desol","even","consumm","determin"
"1354","despair","fail","without","realiz"
"1355","desper","attempt","avoid","him"
"1356","despit","wet","fall","kold-tv"
"1357","determin","shall","pour","upon"
"1358","develop","dont","destroy","brooklyn"
"1359","die","tomorrow","learn","live"
"1360","die","twin","blast","target"
"1361","differ","can","again","ù"
"1362","difficult","task","which","anyth"
"1363","difficulti","everi","opportun","optimist"
"1364","diphtheria","pipelin","review","h"
"1365","direct","dream","live","life"
"1366","discoveri","said","accid","meet"
"1367","discuss","event","small","mind"
"1368","discuss","idea","averag","mind"
"1369","discuss","q","result","earn"
"1370","diskin","consult","freddi","spin"
"1371","distress","ink","walnut","stain"
"1372","distribut","comic","book","ù"
"1373","divid","life","death","best"
"1374","dividend","mile","everi","dollar"
"1375","dj","mystik","video","mix"
"1376","dm","u","r","interest"
"1377","do","not","tri","yoda"
"1378","do","will","make","day"
"1379","doctor","said","need","doctor"
"1380","doesnt","realli","make","sens"
"1381","doesnt","seem","like","much"
"1382","doesnt","work","like","that"
"1383","dolc","gabbana","light","blue"
"1384","dollar","fb","program","say"
"1385","dollar","store","kitchen","makeov"
"1386","domain","sale","mil","mil"
"1387","domu","chicago","histori","map"
"1388","don","kish","buck","bull"
"1389","donat","real","fun","friend"
"1390","done","alway","choic","wayn"
"1391","done","first","year","colleg"
"1392","done","interrupt","it","georg"
"1393","done","mani","time","befor"
"1394","done","one","horror","movi"
"1395","done","unto","us","believ"
"1396","dont","even","know","im"
"1397","dont","get","wrong","it"
"1398","dont","give","fuck","eagl"
"1399","dont","judg","choic","dont"
"1400","dont","know","what","wrong"
"1401","dont","let","anyon","tell"
"1402","dont","let","child","get"
"1403","dont","make","regret","it"
"1404","dont","stand","someth","fall"
"1405","dont","tell","moon","shine"
"1406","dont","think","bad","thing"
"1407","dont","think","ill","ever"
"1408","dont","trust","peopl","easili"
"1409","dont","want","copi","book"
"1410","dont","want","go","alon"
"1411","door","close","anoth","door"
"1412","door","open","last","night"
"1413","doubl","crochet","next","stitch"
"1414","dow","add","nasdaq","rise"
"1415","drag","level","beat","experi"
"1416","drag","one","offic","feet"
"1417","drama","want","get","free"
"1418","dream","come","true","pleas"
"1419","dream","it","can","it"
"1420","dream","journey","take","one"
"1421","dream","live","life","imagin"
"1422","dream","mine","ili","victoria"
"1423","dream","pray","yuh","will"
"1424","drink","entir","bottl","wine"
"1425","drink","special","start","pm"
"1426","drink","today","among","first"
"1427","driver","ed","class","provid"
"1428","driver","know","like","back"
"1429","drop","feed","dog","machin"
"1430","drop","labor","forc","unemploy"
"1431","drunk","sober","william","butler"
"1432","dunk","him","dunk","him"
"1433","durkan","memori","punchestown","chase"
"1434","dvd","blu-ray","mission","imposs"
"1435","e-book","award","win","novel"
"1436","e","street","band","first"
"1437","e","t","w","e"
"1438","earli","work","hard","strike"
"1439","earn","call","transcript","seek"
"1440","easi","speak","echo","truli"
"1441","easili","tell","trust","you"
"1442","east","coast","free","agent"
"1443","east","coast","west","coast"
"1444","east","make","enemi","everyon"
"1445","east","media","sampler","j-street"
"1446","east","polici","seek","gobbl"
"1447","easter","bunni","arriv","boulevard"
"1448","eat","fit","train","fit"
"1449","eat","lot","ice","cream"
"1450","edit","puls","state","art"
"1451","educ","wealth","least","potenti"
"1452","effort","great","motiv","best"
"1453","eg","sawyer","us","sct"
"1454","egg","one","time","beat"
"1455","eighti","percent","year","old"
"1456","either","dare","adventur","noth"
"1457","either","leav","u","judg"
"1458","els","someth","want","done"
"1459","els","will","affect","success"
"1460","email","address","can","send"
"1461","empir","state","develop","corpor"
"1462","end","long","work","week"
"1463","end","regret","chanc","take"
"1464","end","week","gain","strong"
"1465","enemi","worst","nightmar","depend"
"1466","energi","persist","conquer","thing"
"1467","enjoy","it","enjoy","write"
"1468","enough","gun","control","need"
"1469","enough","yarn","proper","size"
"1470","enter","kingdom","god","without"
"1471","enter","mani","time","like"
"1472","enter","win","gift","card"
"1473","entitl","opinion","just","stupid"
"1474","entri","without","link","back"
"1475","epa","administr","lisa","jackson"
"1476","epidemiolog","studi","requir","rr"
"1477","episod","one","tree","hill"
"1478","error","pleas","tri","later"
"1479","escort","passport","x","black"
"1480","even","consumm","determin","shall"
"1481","even","make","eye","contact"
"1482","even","matter","paul","encourag"
"1483","even","sun","set","paradis"
"1484","even","though","make","day"
"1485","event","last","night","thank"
"1486","event","small","mind","discuss"
"1487","event","will","take","place"
"1488","ever","decid","come","back"
"1489","ever","follow","retweet","me"
"1490","ever","onetim","follow","today"
"1491","ever","seen","entir","life"
"1492","everi","day","great","weekend"
"1493","everi","dollar","spent","book"
"1494","everi","driver","know","like"
"1495","everi","littl","bit","help"
"1496","everi","minut","see","anyth"
"1497","everi","night","go","bed"
"1498","everi","opportun","optimist","see"
"1499","everi","second","child","abduct"
"1500","everi","singl","one","us"
"1501","everi","time","see","new"
"1502","everi","time","walk","hous"
"1503","everi","vote","can","get"
"1504","everyday","still","never","notic"
"1505","everyon","came","show","last"
"1506","everyon","can","see","it"
"1507","everyon","deserv","second","chanc"
"1508","everyon","entitl","opinion","just"
"1509","everyon","go","wish","happi"
"1510","everyon","hate","person","hate"
"1511","everywher","happi","mother","day"
"1512","excit","come","florida","askzayn"
"1513","excit","love","check","us"
"1514","excit","new","jona","album"
"1515","expect","hit","jackpot","put"
"1516","experi","will","never","forget"
"1517","experi","young","wife","mother"
"1518","explain","what","go","on"
"1519","express","offer","great","save"
"1520","extend","payrol","tax","cut"
"1521","extra","work","team","wod"
"1522","extract","happi","common","thing"
"1523","extrem","tricki","place","get"
"1524","exud","sophist","impli","educ"
"1525","eye","five","minut","wake"
"1526","eye","seen","ear","heard"
"1527","face","problem","beaverbrook","manag"
"1528","fail","among","best","john"
"1529","fail","bay","pig","invas"
"1530","fail","just","found","way"
"1531","failur","sooner","fail","among"
"1532","failur","tri","pleas","everyon"
"1533","faith","are","wound","friend"
"1534","fake","fake","fake","fake"
"1535","fake","till","make","it"
"1536","fall","apart","better","thing"
"1537","fall","behind","time","catch"
"1538","fall","count","anywher","match"
"1539","fall","seven","time","get"
"1540","famili","easter","egg","hunt"
"1541","famili","law","tip","day"
"1542","famous","comic","strip","live"
"1543","famousword","love","one","direct"
"1544","fan","chile","follow","please"
"1545","fan","favorit","clarenc","clemon"
"1546","fan","ur","cuz","yur"
"1547","far","eye","can","see"
"1548","faster","sound","peopl","appear"
"1549","father","mother","author","figur"
"1550","fb","program","say","effect"
"1551","fear","wrong","joseph","chilton"
"1552","featur","film","brooklyn","breach"
"1553","feder","judg","rule","final"
"1554","feel","beauti","real","man"
"1555","feel","better","alreadi","just"
"1556","feel","free","grab","blinki"
"1557","feel","free","leav","comment"
"1558","feel","free","share","comment"
"1559","feel","like","forev","sinc"
"1560","feel","like","good","night"
"1561","feel","like","shit","now"
"1562","feel","pretti","good","ù"
"1563","feel","whole","lot","better"
"1564","felt","like","look","like"
"1565","festiv","oct","week","long"
"1566","fig","cherri","vinegar","soda"
"1567","final","bit","bullet","bought"
"1568","final","feel","like","im"
"1569","final","get","around","watch"
"1570","final","meet","person","yesterday"
"1571","final","volum","cia","three-decade-old"
"1572","find","everyon","hate","person"
"1573","find","someon","will","chang"
"1574","find","yourself","life","creat"
"1575","finish","mi","run","pace"
"1576","fire","threat","despit","wet"
"1577","firework","still","fire","threat"
"1578","firm","foundat","brick","other"
"1579","firm","help","non-profit","organ"
"1580","first","come","first","serv"
"1581","first","day","rest","life"
"1582","first","day","spring","break"
"1583","first","friday","lectur","seri"
"1584","first","let","just","ask"
"1585","first","name","start","vowel"
"1586","first","pair","run","shoe"
"1587","first","peopl","say","secret"
"1588","first","player","score","point"
"1589","first","project","link","secret"
"1590","first","publish","old","temasek"
"1591","first","thing","came","mind"
"1592","first","time","come","across"
"1593","first","time","ever","seen"
"1594","first","time","got","see"
"1595","first","time","heard","it"
"1596","first","time","today","blast"
"1597","first","time","year","know"
"1598","five","year","ago","think"
"1599","fl","sc","pres","lincoln"
"1600","fli","saucer","general","manag"
"1601","flour","bake","powder","salt"
"1602","flour","bake","soda","bake"
"1603","fog","morn","high","near"
"1604","follow","back","hope","great"
"1605","follow","back","love","fan"
"1606","follow","big","fan","ur"
"1607","follow","can","u","follow"
"1608","follow","caus","will","nsn"
"1609","follow","dm","u","r"
"1610","follow","dream","mine","ili"
"1611","follow","follow","back","thank"
"1612","follow","help","spread","word"
"1613","follow","hope","entertain","read"
"1614","follow","instant","follow","back"
"1615","follow","let","know","sent"
"1616","follow","look","forward","connect"
"1617","follow","look","forward","great"
"1618","follow","me","huge","fan"
"1619","follow","me","im","big"
"1620","follow","me","love","soul"
"1621","follow","me","love","u"
"1622","follow","mean","much","love"
"1623","follow","mean","world","love"
"1624","follow","new","account","pleas"
"1625","follow","path","may","lead"
"1626","follow","pleas","follow","pleas"
"1627","follow","pleas","like","us"
"1628","follow","please","oh","pleas"
"1629","follow","pois","creation","twitter"
"1630","follow","random","follow","will"
"1631","follow","read","comment","blog"
"1632","follow","retweet","me","day"
"1633","follow","robin","lynch","aerialist"
"1634","follow","spree","follow","follow"
"1635","follow","team","follow","back"
"1636","follow","u","now","follow"
"1637","follow","us","back","carri"
"1638","follow","us","twitter","thank"
"1639","follow","want","follow","back"
"1640","follow","will","never","walk"
"1641","follow","year","can","follow"
"1642","follow","you","pleas","follow"
"1643","food","low","glycem","index"
"1644","fool","can","father","take"
"1645","foreign","applic","patent","correspond"
"1646","forget","can","fast","forward"
"1647","forget","mother","day","sunday"
"1648","forget","see","rememb","understand"
"1649","former","news","world","editor"
"1650","formula","success","rise","earli"
"1651","forth","back","forth","back"
"1652","forward","two","step","back"
"1653","found","sidebar","blog","book"
"1654","foundat","brick","other","thrown"
"1655","fourth","edit","puls","state"
"1656","fourth","suggest","men","visual"
"1657","fox","sport","san","diego"
"1658","fpdc","sk","open","sc"
"1659","francisco","avail","custom","area"
"1660","francisco","chronicl","press","releas"
"1661","freddi","spin","plan","elect"
"1662","free","buy","instant","tan"
"1663","free","drink","today","among"
"1664","free","e-book","award","win"
"1665","free","follow","dm","u"
"1666","free","ground","ship","purchas"
"1667","free","jewish","date","websit"
"1668","free","lemonad","cucumb","mint"
"1669","free","limo","pick","up"
"1670","free","ticket","get","in"
"1671","free","txt","will","tell"
"1672","freedom","slave","ga","fl"
"1673","freemium","game","xbox","cnet"
"1674","fresh","squeez","lemon","juic"
"1675","freud","leav","million","will"
"1676","fri","pan","medium","heat"
"1677","friday","april","th","pm"
"1678","friday","club","drama","want"
"1679","friday","night","club","eleg"
"1680","friday","night","get","better"
"1681","friend","becom","one","made"
"1682","friend","danger","walter","tyrer"
"1683","friend","famili","get","see"
"1684","friend","kiss","enemi","are"
"1685","friend","like","us","facebook"
"1686","friend","make","new","one"
"1687","friend","might","likeabl","boss"
"1688","friend","never","get","way"
"1689","fuck","big","ass","peni"
"1690","fuck","eagl","fli","ù"
"1691","fuck","fuck","fuck","fuck"
"1692","fun","ford","weekend","seri"
"1693","fun","profit","can","make"
"1694","function","market","innov","milan"
"1695","futur","belong","believ","beauti"
"1696","futur","buy","two","case"
"1697","g","certifi","wet","tshirt"
"1698","ga","fl","sc","pres"
"1699","gain","fan","tell","friend"
"1700","gain","strong","corpor","result"
"1701","gallon","gas","sold","generat"
"1702","game","throne","game","throne"
"1703","gannett","lectur","seri","rochest"
"1704","gargantuan","idiom","fabric","intellig"
"1705","garlic","chili","coriand","stalk"
"1706","gem","jewelri","miner","silent"
"1707","gen","hunter","union","armi"
"1708","gender","ident","sexual","orient"
"1709","general","hooker","gal","cathyllogan"
"1710","general","trend","upward","sinc"
"1711","germ","submit","clean","groom"
"1712","get","achiev","goal","import"
"1713","get","ahead","get","start"
"1714","get","austin","mahon","verifi"
"1715","get","beat","damn","shirt"
"1716","get","belli","button","pierc"
"1717","get","chanc","let","know"
"1718","get","chevygametim","app","answer"
"1719","get","close","enough","find"
"1720","get","detail","pass","on"
"1721","get","everi","singl","one"
"1722","get","free","buy","instant"
"1723","get","free","txt","will"
"1724","get","get","readi","go"
"1725","get","hair","done","tomorrow"
"1726","get","half","tank","gas"
"1727","get","hard","just","got"
"1728","get","head","right","now"
"1729","get","it","get","it"
"1730","get","make","life","give"
"1731","get","money","fuck","bitch"
"1732","get","new","locat","bbc"
"1733","get","readi","head","back"
"1734","get","right","will","get"
"1735","get","school","earli","today"
"1736","get","shower","first","turn"
"1737","get","someon","els","someth"
"1738","get","song","stuck","head"
"1739","get","start","quit","talk"
"1740","get","stori","get","stori"
"1741","get","text","grab","phone"
"1742","get","thing","done","today"
"1743","get","ticket","now","call"
"1744","get","touch","silenc","within"
"1745","get","tweet","make","nightmiobi"
"1746","get","warm","comfi","bed"
"1747","get","way","unless","happen"
"1748","get","white","girl","wast"
"1749","get","wors","much","wors"
"1750","ghost","protocol","shame","week"
"1751","gift","god","given","us"
"1752","giggl","someon","giggl","shit"
"1753","giraff","tummi","pictur","frame"
"1754","girl","ever","ask","for"
"1755","girl","feel","beauti","real"
"1756","girl","know","let","go"
"1757","girl","life","hoe","night"
"1758","girl","rock","camp","houston"
"1759","girl","usa","go","diet"
"1760","girl","want","lot","thing"
"1761","give","away","free","copi"
"1762","give","credit","credit","due"
"1763","give","fuck","eagl","fli"
"1764","give","fuck","right","now"
"1765","give","prais","honor","glori"
"1766","give","present","kid","need"
"1767","give","relationship","advic","still"
"1768","give","right","thing","chanc"
"1769","give","someth","realli","want"
"1770","give","u","hope","futur"
"1771","give","us","assur","thing"
"1772","give","us","manolo","blahnik"
"1773","give","without","thought","receiv"
"1774","glad","ur","feel","better"
"1775","glass","hit","basebal","bat"
"1776","glint","light","broken","glass"
"1777","gm","pull","million","dollar"
"1778","go","ahead","get","new"
"1779","go","back","go","back"
"1780","go","back","read","first"
"1781","go","back","squar","one"
"1782","go","back","way","were"
"1783","go","bed","earli","tonight"
"1784","go","bed","good","night"
"1785","go","bed","smile","face"
"1786","go","best","day","ever"
"1787","go","cat","beat","card"
"1788","go","class","aspen","penn"
"1789","go","donat","earn","chariti"
"1790","go","get","back","me"
"1791","go","get","nail","done"
"1792","go","gopher","let","go"
"1793","go","hard","go","home"
"1794","go","high","school","find"
"1795","go","instead","path","leav"
"1796","go","let","me","go"
"1797","go","miss","printchat","todayim"
"1798","go","pari","tonight","parent"
"1799","go","pen","let","go"
"1800","go","quit","frank","just"
"1801","go","see","hunger","game"
"1802","go","see","lucki","one"
"1803","go","see","think","like"
"1804","go","stop","me","ayn"
"1805","go","store","specif","buy"
"1806","go","two","minut","without"
"1807","go","watch","right","now"
"1808","goal","import","becom","achiev"
"1809","gobbl","gobbl","middl","east"
"1810","gobbl","middl","east","make"
"1811","god","òpure","desir","sex"
"1812","god","allow","see","anoth"
"1813","god","becki","look","butt"
"1814","god","bless","you","thank"
"1815","god","bodi","spirit","god"
"1816","god","church","truth","etc"
"1817","god","heart","knoweth","thing"
"1818","god","satan","relat","man"
"1819","god","strategi","defeat","enemi"
"1820","god","thine","heart","thi"
"1821","god","without","born","water"
"1822","god","work","mysteri","way"
"1823","goe","someth","like","this"
"1824","golf","score","send","messag"
"1825","gonna","blow","babe","phone"
"1826","gonna","go","ahead","call"
"1827","gonna","live","life","matter"
"1828","gonna","rockin","week","comedi"
"1829","gonna","tri","find","way"
"1830","good","bad","think","life"
"1831","good","day","good","peopl"
"1832","good","eat","right","now"
"1833","good","enough","good","enough"
"1834","good","feel","flo","rida"
"1835","good","friend","good","food"
"1836","good","girl","gone","bad"
"1837","good","idea","bad","idea"
"1838","good","idea","make","great"
"1839","good","job","keep","good"
"1840","good","luck","everyon","final"
"1841","good","luck","let","us"
"1842","good","morn","everyon","great"
"1843","good","morn","everyon","happi"
"1844","good","morn","happi","monday"
"1845","good","morn","hope","good"
"1846","good","morn","hope","great"
"1847","good","morn","thank","you"
"1848","good","morn","time","get"
"1849","good","morn","twitter","friend"
"1850","good","night","love","you"
"1851","good","night","sleep","tight"
"1852","good","thing","music","hit"
"1853","good","time","bad","time"
"1854","good","time","last","night"
"1855","good","way","start","morn"
"1856","gosh","love","that","wish"
"1857","got","anoth","job","interview"
"1858","got","car","start","drive"
"1859","got","hour","sleep","last"
"1860","got","nice","set","bun"
"1861","got","pretti","good","deal"
"1862","got","problem","bitch","aint"
"1863","got","smile","heaven","can"
"1864","got","ticket","got","ticket"
"1865","gotta","get","friday","everybodi"
"1866","gotten","around","use","it"
"1867","goty","somebodi","use","know"
"1868","gov","threat","state","teacher"
"1869","govern","make","cut","back"
"1870","gr","restaur","taglin","zentan"
"1871","grab","phone","read","name"
"1872","grab","somebodi","sexi","tell"
"1873","grace","kelli","catch","thief"
"1874","grace","ye","save","faith"
"1875","grade","one","john","durkan"
"1876","grameen","foundat","microsav","initi"
"1877","grand","bohemian","orlando","florida"
"1878","gray","rainbow","journey","limit"
"1879","great","american","beer","festiv"
"1880","great","cloth","line","right"
"1881","great","day","walk","around"
"1882","great","divid","brew","compani"
"1883","great","effort","great","motiv"
"1884","great","final","meet","person"
"1885","great","game","last","night"
"1886","great","job","sing","nation"
"1887","great","just","let","know"
"1888","great","list","thank","share"
"1889","great","meet","mani","new"
"1890","great","meet","today","thank"
"1891","great","meet","too","hope"
"1892","great","meet","you","too"
"1893","great","mind","discuss","idea"
"1894","great","motiv","best","definit"
"1895","great","present","social","media"
"1896","great","pumpkin","charli","brown"
"1897","great","see","last","night"
"1898","great","see","new","follow"
"1899","great","thing","great","dreamer"
"1900","great","tip","thank","you"
"1901","great","way","end","day"
"1902","great","way","start","saturday"
"1903","great","week","take","care"
"1904","greatest","artist","right","now"
"1905","greek","star","chicago","illinoi"
"1906","green","bean","casserol","fresh"
"1907","green","cr„me","de","menth"
"1908","green","day","american","idiot"
"1909","green","day","plan","take"
"1910","green","roof","live","wall"
"1911","green","st","patrick","day"
"1912","ground","black","pepper","tast"
"1913","ground","ship","purchas","call"
"1914","group","extra","work","team"
"1915","group","group","extra","work"
"1916","group","share","similar","ideolog"
"1917","grow","older","pay","less"
"1918","growth","greenhous","gas","emiss"
"1919","grubbi","littl","men","and"
"1920","guess","time","will","tell"
"1921","guild","second","project","chapter"
"1922","gun","control","need","idiot"
"1923","gurney","drive","hawker","centr"
"1924","guy","check","new","song"
"1925","guy","let","us","know"
"1926","guy","stoke","hear","new"
"1927","guy","want","one","thing"
"1928","guysi","go","pari","tonight"
"1929","hacki","joke","make","hacki"
"1930","half","year","old","daughter"
"1931","hall","oakland","univers","auburn"
"1932","halloween","costum","womenadult","halloween"
"1933","halton","district","school","board"
"1934","hamilton","bdo","simpson","xavier"
"1935","hamper","travel","cochis","co"
"1936","hand","public","just","anoth"
"1937","hand","worth","two","bush"
"1938","hand","yet","can","still"
"1939","handmad","oliv","oil","soap"
"1940","hank","stewart","white","linen"
"1941","happen","extra","pair","ticket"
"1942","happen","give","us","assur"
"1943","happen","vega","stay","vega"
"1944","happi","birthday","awesom","time"
"1945","happi","birthday","best","friend"
"1946","happi","birthday","bob","marley"
"1947","happi","birthday","dad","love"
"1948","happi","birthday","great","day"
"1949","happi","birthday","happi","birthday"
"1950","happi","birthday","her","pleas"
"1951","happi","birthday","hope","bless"
"1952","happi","birthday","hope","day"
"1953","happi","birthday","irv","berlin"
"1954","happi","birthday","love","life"
"1955","happi","birthday","love","you"
"1956","happi","birthday","mom","love"
"1957","happi","chines","new","year"
"1958","happi","common","thing","henri"
"1959","happi","easter","everyon","hope"
"1960","happi","father","day","dad"
"1961","happi","first","day","spring"
"1962","happi","hour","start","earli"
"1963","happi","hump","day","get"
"1964","happi","lie","power","extract"
"1965","happi","life","william","elleri"
"1966","happi","mother","day","also"
"1967","happi","mother","day","deserv"
"1968","happi","mother","day","everyon"
"1969","happi","mother","day","good"
"1970","happi","mother","day","hope"
"1971","happi","mother","day","mama"
"1972","happi","mother","day","mommi"
"1973","happi","mother","day","thank"
"1974","happi","mother","day","two"
"1975","happi","mother","day","wonder"
"1976","happi","new","year","everybodi"
"1977","happi","new","year","make"
"1978","happi","new","year","you"
"1979","happi","prosper","new","year"
"1980","happi","record","store","day"
"1981","happi","star","war","day"
"1982","happi","teacher","appreci","week"
"1983","happi","thanksgiv","everyon","thank"
"1984","happi","thanksgiv","thank","for"
"1985","happi","valentin","day","friend"
"1986","happi","valentin","day","too"
"1987","happiest","king","peasant","find"
"1988","har","power","social","media"
"1989","hard","can","taught","neversaynev"
"1990","hard","just","got","laid"
"1991","hard","work","will","pay"
"1992","hard","work","work","hard"
"1993","harm","u","plan","give"
"1994","harvard","school","public","health"
"1995","hate","great","burden","bear"
"1996","hate","it","went","away"
"1997","hate","town","wash","up"
"1998","have","rejoic","way","thing"
"1999","head","sway","back","forth"
"2000","healthi","life","whole","grain"
"2001","hear","forget","see","rememb"
"2002","hear","thank","join","us"
"2003","heard","s","new","singl"
"2004","hearken","unto","me","ù"
"2005","heart","knoweth","thing","ù"
"2006","heat","add","garlic","onion"
"2007","heavi","duti","tin","foil"
"2008","hello","wish","great","week"
"2009","help","get","follow","pleas"
"2010","help","get","job","done"
"2011","help","hes","receiv","sweet"
"2012","help","non-profit","organ","america"
"2013","help","pleas","let","us"
"2014","help","ton","scholarship","websit"
"2015","help","us","gain","fan"
"2016","help","us","save","us"
"2017","help","zaba","support","kid"
"2018","hero","guid","save","kingdom"
"2019","hes","receiv","sweet","relief"
"2020","hey","ariana","hope","love"
"2021","hey","nice","meet","you"
"2022","hey","tell","yo","wife"
"2023","heypleas","follow","me","love"
"2024","hi","everyon","happi","easter"
"2025","hi","like","tropic","island"
"2026","hi","new","church","area"
"2027","hickori","north","carolina","p"
"2028","high","level","meet","univers"
"2029","high","right","now","ever"
"2030","high","school","art","teacher"
"2031","high","school","battl","bands-houston"
"2032","high","school","student","get"
"2033","himach","tour","packag","includ"
"2034","hind","feet","high","place"
"2035","hip","hop","danc","music"
"2036","hip","hop","edm","danc"
"2037","histori","book","ever","read"
"2038","histori","fail","bay","pig"
"2039","histori","will","repeat","itself"
"2040","hit","basebal","bat","lol"
"2041","hit","jackpot","put","nickel"
"2042","hit","man","glass","hit"
"2043","hit","two","free","throw"
"2044","hiv","prevent","treatment","care"
"2045","hobbit","also","like","runelord"
"2046","hold","hand","public","just"
"2047","hold","insul","place","promot"
"2048","holiday","parti","last","night"
"2049","holiday","parti","right","around"
"2050","holiday","right","around","corner"
"2051","home","phoenixvill","pa","pm"
"2052","homemad","chocol","chip","cooki"
"2053","homeschool","look","pretti","differ"
"2054","honey","boo","boo","child"
"2055","hop","edm","danc","music"
"2056","hop","on","hop","set"
"2057","hope","best","expect","worst"
"2058","hope","best","one","yet"
"2059","hope","can","come","visit"
"2060","hope","enjoy","beauti","day"
"2061","hope","enjoy","it","thank"
"2062","hope","enjoy","much","do"
"2063","hope","entertain","read","here"
"2064","hope","everyon","great","easter"
"2065","hope","everyon","great","time"
"2066","hope","everyon","stay","safe"
"2067","hope","feel","better","let"
"2068","hope","good","one","you"
"2069","hope","high","head","low"
"2070","hope","next","time","will"
"2071","hope","one","day","will"
"2072","hope","someon","els","will"
"2073","hope","someth","fun","plan"
"2074","hope","thing","get","better"
"2075","hope","thing","go","well"
"2076","hope","thing","will","settl"
"2077","hope","tomorrow","will","better"
"2078","hope","u","can","make"
"2079","hope","u","good","day"
"2080","hope","well","hope","see"
"2081","hope","will","actual","happen"
"2082","hope","will","get","see"
"2083","hope","will","help","get"
"2084","hope","yuh","can","pik"
"2085","hot","beat","zoe","beat"
"2086","hot","water","bring","boil"
"2087","hot","water","let","sit"
"2088","hot","wet","wait","tourist"
"2089","hotel","gr","restaur","taglin"
"2090","hottest","hip","hop","danc"
"2091","hour","get","home","work"
"2092","hour","life","class","come"
"2093","hour","start","earli","buddha-bar"
"2094","hous","til","shit","blow"
"2095","how","how","how","how"
"2096","hspus","dead","lift","hspus"
"2097","hug","repres","much","love"
"2098","huge","potenti","get","detail"
"2099","huge","thank","new","follow"
"2100","hunter","union","armi","proclaim"
"2101","i","close","nm","snow"
"2102","i","fail","just","found"
"2103","i","never","afraid","failur"
"2104","i","one","welcom","new"
"2105","i","shake","hand","substitut"
"2106","Ó·","ÔÓÔÅÓÓ","ÓÓÔÅÔ","ÔúÓ"
"2107","ice","hamper","travel","cochis"
"2108","idea","averag","mind","discuss"
"2109","idea","never","regain","origin"
"2110","idea","pop","head","tri"
"2111","idea","thing","secret","outward"
"2112","idiot","will","drag","level"
"2113","idlib","citi","secur","forc"
"2114","if","can","call","that"
"2115","if","youv","never","seen"
"2116","ignor","may","derid","it"
"2117","ili","victoria","yur","best"
"2118","ill","know","next","time"
"2119","ill","make","sure","get"
"2120","ill","see","can","do"
"2121","ill","take","can","get"
"2122","im","bore","hell","lol"
"2123","im","fan","u","d"
"2124","im","get","pretti","good"
"2125","im","go","bed","night"
"2126","im","go","tri","sleep"
"2127","im","gonna","live","life"
"2128","im","gonna","make","new"
"2129","im","good","just","lil"
"2130","im","just","tri","figur"
"2131","im","look","forward","see"
"2132","im","pretti","sure","im"
"2133","im","pretti","sure","there"
"2134","im","readi","get","start"
"2135","im","review","post","new"
"2136","im","sure","everyon","will"
"2137","im","sure","peopl","think"
"2138","im","sure","whi","it"
"2139","im","tri","love","much"
"2140","impli","educ","wealth","least"
"2141","import","becom","achiev","goal"
"2142","imposs","ghost","protocol","shame"
"2143","in","hope","see","soon"
"2144","includ","item","c","abov"
"2145","includ","least","die","twin"
"2146","incontrovert","malic","may","attack"
"2147","increas","bacteria","ear","time"
"2148","index","end","week","gain"
"2149","indiana","dryvit","compani","dryvit"
"2150","infect","control","hosp","epidemiol"
"2151","infring","copyright","appel","film"
"2152","ingredi","dri","ingredi","mix"
"2153","ink","ad","water","bubbl"
"2154","innoc","sentenc","can","show"
"2155","inquir","god","strategi","defeat"
"2156","insid","butterfli","leg","lamb"
"2157","instead","path","leav","trail"
"2158","institut","technolog","rochest","new"
"2159","insul","place","promot","durabl"
"2160","intellig","knowledg","imagin","albert"
"2161","intercept","one","return","touchdown"
