"","word1","word2","word3"
"1320","have","a","nice"
"1321","have","a","wonder"
"1322","have","time","to"
"1323","he","had","a"
"1324","he","need","to"
"1325","hell","of","a"
"1326","how","did","you"
"1327","how","mani","time"
"1328","i","cant","even"
"1329","i","cant","get"
"1330","i","did","it"
"1331","i","didnt","even"
"1332","i","don’t","have"
"1333","i","don’t","think"
"1334","i","don’t","want"
"1335","i","dont","understand"
"1336","i","found","a"
"1337","i","get","the"
"1338","i","hate","that"
"1339","i","love","to"
"1340","i","made","the"
"1341","i","realli","need"
"1342","i","said","it"
"1343","i","think","they"
"1344","i","thought","you"
"1345","i","told","her"
"1346","i","took","a"
"1347","i","wanna","see"
"1348","i","was","on"
"1349","id","love","to"
"1350","if","you","could"
"1351","if","you","get"
"1352","if","you","wanna"
"1353","im","not","the"
"1354","in","less","than"
"1355","in","on","the"
"1356","in","the","kitchen"
"1357","involv","in","the"
"1358","is","a","veri"
"1359","is","it","that"
"1360","is","that","you"
"1361","is","the","last"
"1362","it","back","to"
"1363","it","is","in"
"1364","it","out","and"
"1365","it","time","for"
"1366","it","to","be"
"1367","it","would","have"
"1368","it","would","make"
"1369","just","a","few"
"1370","know","that","i"
"1371","know","what","you"
"1372","last","day","of"
"1373","look","at","my"
"1374","love","the","new"
"1375","love","to","see"
"1376","make","it","a"
"1377","make","sure","that"
"1378","me","and","the"
"1379","me","if","you"
"1380","me","it","was"
"1381","meant","to","be"
"1382","more","and","more"
"1383","mother","day","to"
"1384","much","as","i"
"1385","must","have","been"
"1386","my","friend","and"
"1387","my","life","is"
"1388","not","in","the"
"1389","now","for","the"
"1390","of","the","greatest"
"1391","of","your","life"
"1392","on","the","edg"
"1393","on","the","radio"
"1394","on","the","wall"
"1395","on","to","the"
"1396","one","of","their"
"1397","or","is","it"
"1398","out","the","window"
"1399","over","the","next"
"1400","over","the","weekend"
"1401","place","in","the"
"1402","power","of","the"
"1403","relat","to","the"
"1404","return","to","the"
"1405","right","now","but"
"1406","see","you","soon"
"1407","she","is","a"
"1408","sinc","i","was"
"1409","so","of","cours"
"1410","so","proud","of"
"1411","some","kind","of"
"1412","soon","as","i"
"1413","start","to","get"
"1414","still","tri","to"
"1415","take","a","pictur"
"1416","thank","you","veri"
"1417","that","i","would"
"1418","that","if","i"
"1419","that","one","of"
"1420","that","she","was"
"1421","that","there","are"
"1422","that","there","was"
"1423","the","best","way"
"1424","the","day","befor"
"1425","the","heart","of"
"1426","the","hunger","game"
"1427","the","idea","that"
"1428","the","need","to"
"1429","the","new","york"
"1430","the","next","time"
"1431","the","past","few"
"1432","the","peopl","i"
"1433","the","person","who"
"1434","the","sound","of"
"1435","the","way","of"
"1436","the","whole","time"
"1437","the","word","of"
"1438","the","world","is"
"1439","them","in","the"
"1440","them","to","the"
"1441","there","are","mani"
"1442","there","is","onli"
"1443","think","about","the"
"1444","think","this","is"
"1445","this","has","been"
"1446","this","weekend","i"
"1447","time","at","the"
"1448","time","for","a"
"1449","to","do","in"
"1450","to","do","is"
"1451","to","do","my"
"1452","to","get","into"
"1453","to","get","on"
"1454","to","hear","about"
"1455","to","know","that"
"1456","to","make","an"
"1457","to","pay","for"
"1458","to","put","it"
"1459","to","say","i"
"1460","to","see","all"
"1461","to","share","with"
"1462","to","the","citi"
"1463","to","the","us"
"1464","to","think","of"
"1465","to","tri","it"
"1466","to","you","and"
"1467","tri","to","figur"
"1468","up","and","down"
"1469","wait","for","a"
"1470","wait","to","get"
"1471","want","to","have"
"1472","want","to","talk"
"1473","was","a","great"
"1474","was","at","the"
"1475","we","had","to"
"1476","we","have","the"
"1477","what","did","i"
"1478","what","it","was"
"1479","where","you","are"
"1480","whi","am","i"
"1481","who","has","been"
"1482","will","be","there"
"1483","will","you","be"
"1484","work","on","my"
"1485","work","with","the"
"1486","would","be","great"
"1487","would","it","be"
"1488","you","are","not"
"1489","you","are","so"
"1490","you","if","you"
"1491","you","may","be"
"1492","you","will","have"
"1493","you","would","have"
